,Prev_Day,Bed_Time,Wake_Time,Awake_Dur,Light_Dur,Deep_Dur,Total_Dur,Nap_Dur,Window_Conf
419,2018-09-28,2018-09-29 07:03:00+00:00,2018-09-29 15:05:00+00:00,0 days 00:00:00.000000000,0 days 04:43:00,0 days 03:19:00,0 days 08:02:00.000000000,0 days 00:00:00.000000000,True
420,2018-09-29,2018-09-30 07:34:00+00:00,2018-09-30 14:10:00+00:00,0 days 00:00:00.000000000,0 days 04:51:00,0 days 01:45:00,0 days 06:36:00.000000000,0 days 00:00:00.000000000,True
421,2018-09-30,2018-10-01 07:12:00+00:00,2018-10-01 11:29:00+00:00,0 days 00:00:00.000000000,0 days 02:33:00,0 days 01:44:00,0 days 04:17:00.000000000,0 days 00:00:00.000000000,True
422,2018-10-01,2018-10-02 05:15:00+00:00,2018-10-02 12:21:00+00:00,0 days 00:11:00.000000000,0 days 03:21:00,0 days 03:34:00,0 days 06:55:00.000000000,0 days 00:00:00.000000000,True
423,2018-10-02,2018-10-03 06:16:00+00:00,2018-10-03 12:01:00+00:00,0 days 00:08:00.000000000,0 days 03:29:00,0 days 02:08:00,0 days 05:37:00.000000000,0 days 00:00:00.000000000,True
424,2018-10-03,2018-10-04 06:15:00+00:00,2018-10-04 12:20:00+00:00,0 days 00:07:00.000000000,0 days 04:23:00,0 days 01:35:00,0 days 05:58:00.000000000,0 days 00:00:00.000000000,True
425,2018-10-04,2018-10-05 06:39:00+00:00,2018-10-05 11:45:00+00:00,0 days 00:03:00.000000000,0 days 02:43:00,0 days 02:20:00,0 days 05:03:00.000000000,0 days 00:00:00.000000000,True
426,2018-10-05,2018-10-06 05:49:00+00:00,2018-10-06 13:39:00+00:00,0 days 00:01:00.000000000,0 days 05:34:00,0 days 02:15:00,0 days 07:49:00.000000000,0 days 00:00:00.000000000,True
427,2018-10-06,2018-10-07 07:48:00+00:00,2018-10-07 14:15:00+00:00,0 days 00:00:00.000000000,0 days 03:44:00,0 days 02:43:00,0 days 06:27:00.000000000,0 days 00:00:00.000000000,True
428,2018-10-07,2018-10-08 04:16:00+00:00,2018-10-08 11:56:00+00:00,0 days 00:02:00.000000000,0 days 03:11:00,0 days 04:27:00,0 days 07:38:00.000000000,0 days 00:00:00.000000000,True
429,2018-10-08,2018-10-09 06:26:00+00:00,2018-10-09 12:18:00+00:00,0 days 00:01:00.000000000,0 days 03:31:00,0 days 02:20:00,0 days 05:51:00.000000000,0 days 00:00:00.000000000,True
430,2018-10-09,2018-10-10 06:17:00+00:00,2018-10-10 12:15:00+00:00,0 days 00:03:00.000000000,0 days 03:09:00,0 days 02:46:00,0 days 05:55:00.000000000,0 days 00:00:00.000000000,True
431,2018-10-10,2018-10-11 05:55:00+00:00,2018-10-11 11:56:00+00:00,0 days 00:00:00.000000000,0 days 04:05:00,0 days 01:56:00,0 days 06:01:00.000000000,0 days 00:00:00.000000000,True
432,2018-10-11,2018-10-12 04:52:00+00:00,2018-10-12 11:52:00+00:00,0 days 00:05:00.000000000,0 days 03:25:00,0 days 03:30:00,0 days 06:55:00.000000000,0 days 00:00:00.000000000,True
433,2018-10-12,2018-10-13 06:50:00+00:00,2018-10-13 12:57:00+00:00,0 days 00:00:00.000000000,0 days 03:28:00,0 days 02:39:00,0 days 06:07:00.000000000,0 days 00:00:00.000000000,True
434,2018-10-13,2018-10-14 06:01:00+00:00,2018-10-14 13:55:00+00:00,0 days 00:00:00.000000000,0 days 05:41:00,0 days 02:13:00,0 days 07:54:00.000000000,0 days 00:00:00.000000000,True
435,2018-10-14,2018-10-15 06:36:00+00:00,2018-10-15 12:48:00+00:00,0 days 00:00:00.000000000,0 days 03:53:00,0 days 02:19:00,0 days 06:12:00.000000000,0 days 00:00:00.000000000,True
436,2018-10-15,2018-10-16 06:49:00+00:00,2018-10-16 12:10:00+00:00,0 days 00:00:00.000000000,0 days 03:15:00,0 days 02:06:00,0 days 05:21:00.000000000,0 days 00:00:00.000000000,True
437,2018-10-16,2018-10-17 06:55:00+00:00,2018-10-17 12:53:00+00:00,0 days 00:04:00.000000000,0 days 03:29:00,0 days 02:25:00,0 days 05:54:00.000000000,0 days 00:00:00.000000000,True
438,2018-10-17,2018-10-18 05:35:00+00:00,2018-10-18 12:41:00+00:00,0 days 00:01:00.000000000,0 days 04:25:00,0 days 02:40:00,0 days 07:05:00.000000000,0 days 00:00:00.000000000,True
439,2018-10-18,2018-10-19 05:30:00+00:00,2018-10-19 12:56:00+00:00,0 days 00:04:00.000000000,0 days 03:17:00,0 days 04:05:00,0 days 07:22:00.000000000,0 days 00:00:00.000000000,True
440,2018-10-19,2018-10-20 07:15:00+00:00,2018-10-20 12:41:00+00:00,0 days 00:06:00.000000000,0 days 03:14:00,0 days 02:06:00,0 days 05:20:00.000000000,0 days 00:00:00.000000000,True
441,2018-10-20,2018-10-21 07:02:00+00:00,2018-10-21 12:44:00+00:00,0 days 00:05:00.000000000,0 days 02:11:00,0 days 03:26:00,0 days 05:37:00.000000000,0 days 00:00:00.000000000,True
442,2018-10-21,2018-10-22 06:36:00+00:00,2018-10-22 12:44:00+00:00,0 days 00:13:00.000000000,0 days 04:04:00,0 days 01:51:00,0 days 05:55:00.000000000,0 days 00:00:00.000000000,True
443,2018-10-22,2018-10-23 06:59:00+00:00,2018-10-23 12:49:00+00:00,0 days 00:02:00.000000000,0 days 04:06:00,0 days 01:42:00,0 days 05:48:00.000000000,0 days 00:00:00.000000000,True
444,2018-10-23,2018-10-24 05:55:00+00:00,2018-10-24 11:37:00+00:00,0 days 00:05:00.000000000,0 days 02:24:00,0 days 03:13:00,0 days 05:37:00.000000000,0 days 00:00:00.000000000,True
445,2018-10-24,2018-10-25 05:42:00+00:00,2018-10-25 12:22:00+00:00,0 days 00:02:00.000000000,0 days 03:44:00,0 days 02:54:00,0 days 06:38:00.000000000,0 days 00:00:00.000000000,True
446,2018-10-25,2018-10-26 05:43:00+00:00,2018-10-26 12:06:00+00:00,0 days 00:00:00.000000000,0 days 04:23:00,0 days 02:00:00,0 days 06:23:00.000000000,0 days 00:00:00.000000000,True
447,2018-10-26,2018-10-27 05:52:00+00:00,2018-10-27 13:43:00+00:00,0 days 00:00:00.000000000,0 days 06:25:00,0 days 01:26:00,0 days 07:51:00.000000000,0 days 00:00:00.000000000,True
448,2018-10-27,2018-10-28 07:51:00+00:00,2018-10-28 14:51:00+00:00,0 days 00:05:00.000000000,0 days 03:30:00,0 days 03:25:00,0 days 06:55:00.000000000,0 days 00:00:00.000000000,True
449,2018-10-28,2018-10-29 07:22:00+00:00,2018-10-29 12:38:00+00:00,0 days 00:01:00.000000000,0 days 02:52:00,0 days 02:23:00,0 days 05:15:00.000000000,0 days 00:00:00.000000000,True
450,2018-10-29,2018-10-30 06:26:00+00:00,2018-10-30 12:37:00+00:00,0 days 00:07:00.000000000,0 days 04:07:00,0 days 01:57:00,0 days 06:04:00.000000000,0 days 00:00:00.000000000,True
451,2018-10-30,2018-10-31 05:58:00+00:00,2018-10-31 12:02:00+00:00,0 days 00:03:00.000000000,0 days 03:19:00,0 days 02:42:00,0 days 06:01:00.000000000,0 days 00:00:00.000000000,True
452,2018-10-31,2018-11-01 06:32:00+00:00,2018-11-01 12:55:00+00:00,0 days 00:09:00.000000000,0 days 04:44:00,0 days 01:30:00,0 days 06:14:00.000000000,0 days 00:00:00.000000000,True
453,2018-11-01,2018-11-02 07:03:00+00:00,2018-11-02 13:01:00+00:00,0 days 00:00:00.000000000,0 days 02:51:00,0 days 03:07:00,0 days 05:58:00.000000000,0 days 00:00:00.000000000,True
454,2018-11-02,2018-11-03 06:32:00+00:00,2018-11-03 14:01:00+00:00,0 days 00:06:00.000000000,0 days 04:26:00,0 days 02:57:00,0 days 07:23:00.000000000,0 days 00:00:00.000000000,True
455,2018-11-03,2018-11-04 07:34:00+00:00,2018-11-04 15:19:00+00:00,0 days 00:07:00.000000000,0 days 05:30:00,0 days 02:08:00,0 days 07:38:00.000000000,0 days 00:00:00.000000000,True
456,2018-11-04,2018-11-05 06:42:00+00:00,2018-11-05 13:05:00+00:00,0 days 00:01:00.000000000,0 days 04:58:00,0 days 01:24:00,0 days 06:22:00.000000000,0 days 00:00:00.000000000,True
457,2018-11-05,2018-11-06 07:06:00+00:00,2018-11-06 13:11:00+00:00,0 days 00:05:00.000000000,0 days 03:31:00,0 days 02:29:00,0 days 06:00:00.000000000,0 days 00:00:00.000000000,True
458,2018-11-06,2018-11-07 06:19:00+00:00,2018-11-07 13:11:00+00:00,0 days 00:07:00.000000000,0 days 04:16:00,0 days 02:29:00,0 days 06:45:00.000000000,0 days 00:00:00.000000000,True
459,2018-11-07,2018-11-08 07:44:00+00:00,2018-11-08 13:03:00+00:00,0 days 00:00:00.000000000,0 days 02:00:00,0 days 03:19:00,0 days 05:19:00.000000000,0 days 00:00:00.000000000,True
460,2018-11-08,2018-11-09 05:27:00+00:00,2018-11-09 15:21:00+00:00,0 days 00:00:00.000000000,0 days 05:59:00,0 days 03:55:00,0 days 09:54:00.000000000,0 days 00:00:00.000000000,True
461,2018-11-09,2018-11-10 06:33:00+00:00,2018-11-10 15:22:00+00:00,0 days 00:14:00.000000000,0 days 05:15:00,0 days 03:20:00,0 days 08:35:00.000000000,0 days 00:00:00.000000000,True
462,2018-11-10,2018-11-11 06:13:00+00:00,2018-11-11 15:00:00+00:00,0 days 00:05:00.000000000,0 days 05:12:00,0 days 03:30:00,0 days 08:42:00.000000000,0 days 00:00:00.000000000,True
463,2018-11-11,2018-11-12 06:39:00+00:00,2018-11-12 13:00:00+00:00,0 days 00:00:00.000000000,0 days 05:05:00,0 days 01:16:00,0 days 06:21:00.000000000,0 days 00:00:00.000000000,True
464,2018-11-12,2018-11-13 06:46:00+00:00,2018-11-13 12:22:00+00:00,0 days 00:10:00.000000000,0 days 03:24:00,0 days 02:02:00,0 days 05:26:00.000000000,0 days 00:00:00.000000000,True
465,2018-11-13,2018-11-14 05:31:00+00:00,2018-11-14 13:46:00+00:00,0 days 00:05:00.000000000,0 days 04:52:00,0 days 03:18:00,0 days 08:10:00.000000000,0 days 00:00:00.000000000,True
466,2018-11-14,2018-11-15 07:49:00+00:00,2018-11-15 13:58:00+00:00,0 days 00:02:00.000000000,0 days 03:48:00,0 days 02:19:00,0 days 06:07:00.000000000,0 days 00:00:00.000000000,True
467,2018-11-15,2018-11-16 06:46:00+00:00,2018-11-16 13:09:00+00:00,0 days 00:00:00.000000000,0 days 04:24:00,0 days 01:59:00,0 days 06:23:00.000000000,0 days 00:00:00.000000000,True
468,2018-11-16,2018-11-17 08:01:00+00:00,2018-11-17 15:01:00+00:00,0 days 00:00:00.000000000,0 days 03:25:00,0 days 03:35:00,0 days 07:00:00.000000000,0 days 00:00:00.000000000,True
469,2018-11-17,2018-11-18 07:22:00+00:00,2018-11-18 14:37:00+00:00,0 days 00:00:00.000000000,0 days 03:40:00,0 days 03:35:00,0 days 07:15:00.000000000,0 days 00:00:00.000000000,True
470,2018-11-18,2018-11-19 06:46:00+00:00,2018-11-19 13:23:00+00:00,0 days 00:06:00.000000000,0 days 04:53:00,0 days 01:38:00,0 days 06:31:00.000000000,0 days 00:00:00.000000000,True
471,2018-11-19,2018-11-20 07:40:00+00:00,2018-11-20 13:26:00+00:00,0 days 00:06:00.000000000,0 days 04:31:00,0 days 01:09:00,0 days 05:40:00.000000000,0 days 00:00:00.000000000,True
472,2018-11-20,2018-11-21 07:17:00+00:00,2018-11-21 13:37:00+00:00,0 days 00:03:00.000000000,0 days 04:14:00,0 days 02:03:00,0 days 06:17:00.000000000,0 days 00:00:00.000000000,True
473,2018-11-21,2018-11-22 07:31:00+00:00,2018-11-22 14:19:00+00:00,0 days 00:15:00.000000000,0 days 05:25:00,0 days 01:08:00,0 days 06:33:00.000000000,0 days 00:00:00.000000000,True
474,2018-11-22,2018-11-23 05:30:00+00:00,2018-11-23 15:02:00+00:00,0 days 00:02:00.000000000,0 days 06:58:00,0 days 02:32:00,0 days 09:30:00.000000000,0 days 00:00:00.000000000,True
475,2018-11-23,2018-11-24 06:52:00+00:00,2018-11-24 13:13:00+00:00,0 days 00:33:00.000000000,0 days 04:12:00,0 days 01:36:00,0 days 05:48:00.000000000,0 days 00:00:00.000000000,True
476,2018-11-24,2018-11-25 09:15:00+00:00,2018-11-25 13:44:00+00:00,0 days 00:05:00.000000000,0 days 03:39:00,0 days 00:45:00,0 days 04:24:00.000000000,0 days 00:00:00.000000000,True
477,2018-11-25,2018-11-26 05:49:00+00:00,2018-11-26 13:25:00+00:00,0 days 00:01:00.000000000,0 days 05:07:00,0 days 02:28:00,0 days 07:35:00.000000000,0 days 00:00:00.000000000,True
478,2018-11-26,2018-11-27 08:54:00+00:00,2018-11-27 13:49:00+00:00,0 days 00:09:00.000000000,0 days 03:16:00,0 days 01:30:00,0 days 04:46:00.000000000,0 days 00:00:00.000000000,True
479,2018-11-27,2018-11-28 08:18:00+00:00,2018-11-28 13:45:00+00:00,0 days 00:08:00.000000000,0 days 02:55:00,0 days 02:24:00,0 days 05:19:00.000000000,0 days 00:00:00.000000000,True
480,2018-11-28,2018-11-29 08:33:00+00:00,2018-11-29 13:38:00+00:00,0 days 00:06:00.000000000,0 days 02:53:00,0 days 02:06:00,0 days 04:59:00.000000000,0 days 00:00:00.000000000,True
481,2018-11-29,2018-11-30 07:11:00+00:00,2018-11-30 13:40:00+00:00,0 days 00:01:00.000000000,0 days 03:51:00,0 days 02:37:00,0 days 06:28:00.000000000,0 days 00:00:00.000000000,True
482,2018-11-30,2018-12-01 08:54:00+00:00,2018-12-01 16:09:00+00:00,0 days 00:00:00.000000000,0 days 04:31:00,0 days 02:44:00,0 days 07:15:00.000000000,0 days 00:00:00.000000000,True
483,2018-12-01,2018-12-02 09:00:00+00:00,2018-12-02 15:01:00+00:00,0 days 00:09:00.000000000,0 days 03:31:00,0 days 02:21:00,0 days 05:52:00.000000000,0 days 00:00:00.000000000,True
484,2018-12-02,2018-12-03 07:07:00+00:00,2018-12-03 13:21:00+00:00,0 days 00:05:00.000000000,0 days 03:57:00,0 days 02:12:00,0 days 06:09:00.000000000,0 days 00:00:00.000000000,True
485,2018-12-03,2018-12-04 08:16:00+00:00,2018-12-04 13:44:00+00:00,0 days 00:02:00.000000000,0 days 03:08:00,0 days 02:18:00,0 days 05:26:00.000000000,0 days 00:00:00.000000000,True
486,2018-12-04,2018-12-05 07:27:00+00:00,2018-12-05 13:39:00+00:00,0 days 00:06:00.000000000,0 days 03:23:00,0 days 02:43:00,0 days 06:06:00.000000000,0 days 00:00:00.000000000,True
487,2018-12-05,2018-12-06 06:46:00+00:00,2018-12-06 13:11:00+00:00,0 days 00:05:00.000000000,0 days 03:34:00,0 days 02:46:00,0 days 06:20:00.000000000,0 days 00:00:00.000000000,True
488,2018-12-06,2018-12-07 07:16:00+00:00,2018-12-07 13:40:00+00:00,0 days 00:00:00.000000000,0 days 02:53:00,0 days 03:31:00,0 days 06:24:00.000000000,0 days 00:00:00.000000000,True
489,2018-12-07,2018-12-08 07:39:00+00:00,2018-12-08 14:27:00+00:00,0 days 00:00:00.000000000,0 days 04:06:00,0 days 02:42:00,0 days 06:48:00.000000000,0 days 00:00:00.000000000,True
490,2018-12-08,2018-12-09 07:01:00+00:00,2018-12-09 15:11:00+00:00,0 days 00:06:00.000000000,0 days 06:03:00,0 days 02:01:00,0 days 08:04:00.000000000,0 days 00:00:00.000000000,True
491,2018-12-09,2018-12-10 08:21:00+00:00,2018-12-10 13:57:00+00:00,0 days 00:07:00.000000000,0 days 02:57:00,0 days 02:32:00,0 days 05:29:00.000000000,0 days 00:00:00.000000000,True
492,2018-12-10,2018-12-11 05:11:00+00:00,2018-12-11 12:37:00+00:00,0 days 00:02:00.000000000,0 days 04:32:00,0 days 02:52:00,0 days 07:24:00.000000000,0 days 00:00:00.000000000,True
493,2018-12-11,2018-12-12 06:59:00+00:00,2018-12-12 13:36:00+00:00,0 days 00:00:00.000000000,0 days 04:52:00,0 days 01:45:00,0 days 06:37:00.000000000,0 days 00:00:00.000000000,True
494,2018-12-12,2018-12-13 07:00:00+00:00,2018-12-13 13:45:00+00:00,0 days 00:03:00.000000000,0 days 04:19:00,0 days 02:23:00,0 days 06:42:00.000000000,0 days 00:00:00.000000000,True
495,2018-12-13,2018-12-14 06:49:00+00:00,2018-12-14 13:16:00+00:00,0 days 00:06:00.000000000,0 days 04:31:00,0 days 01:50:00,0 days 06:21:00.000000000,0 days 00:00:00.000000000,True
496,2018-12-14,2018-12-15 07:04:00+00:00,2018-12-15 14:57:00+00:00,0 days 00:05:00.000000000,0 days 03:43:00,0 days 04:05:00,0 days 07:48:00.000000000,0 days 00:00:00.000000000,True
497,2018-12-15,2018-12-16 07:33:00+00:00,2018-12-16 15:08:00+00:00,0 days 00:02:00.000000000,0 days 04:46:00,0 days 02:47:00,0 days 07:33:00.000000000,0 days 00:00:00.000000000,True
498,2018-12-16,2018-12-17 07:48:00+00:00,2018-12-17 13:34:00+00:00,0 days 00:00:00.000000000,0 days 04:09:00,0 days 01:37:00,0 days 05:46:00.000000000,0 days 00:00:00.000000000,True
499,2018-12-17,2018-12-18 07:32:00+00:00,2018-12-18 13:36:00+00:00,0 days 00:01:00.000000000,0 days 02:07:00,0 days 03:56:00,0 days 06:03:00.000000000,0 days 00:00:00.000000000,True
500,2018-12-18,2018-12-19 07:11:00+00:00,2018-12-19 13:42:00+00:00,0 days 00:01:00.000000000,0 days 04:06:00,0 days 02:24:00,0 days 06:30:00.000000000,0 days 00:00:00.000000000,True
501,2018-12-19,2018-12-20 07:00:00+00:00,2018-12-20 14:18:00+00:00,0 days 00:07:00.000000000,0 days 04:07:00,0 days 03:04:00,0 days 07:11:00.000000000,0 days 00:00:00.000000000,True
502,2018-12-20,2018-12-21 09:09:00+00:00,2018-12-21 14:55:00+00:00,0 days 00:05:00.000000000,0 days 03:29:00,0 days 02:12:00,0 days 05:41:00.000000000,0 days 00:00:00.000000000,True
503,2018-12-21,2018-12-22 08:28:00+00:00,2018-12-22 15:05:00+00:00,0 days 00:08:00.000000000,0 days 04:46:00,0 days 01:43:00,0 days 06:29:00.000000000,0 days 00:00:00.000000000,True
504,2018-12-22,2018-12-23 06:19:00+00:00,2018-12-23 15:14:00+00:00,0 days 00:00:00.000000000,0 days 04:28:00,0 days 04:27:00,0 days 08:55:00.000000000,0 days 00:00:00.000000000,True
505,2018-12-23,2018-12-24 08:09:00+00:00,2018-12-24 16:26:00+00:00,0 days 00:01:00.000000000,0 days 05:12:00,0 days 03:04:00,0 days 08:16:00.000000000,0 days 00:00:00.000000000,True
506,2018-12-24,2018-12-25 07:08:00+00:00,2018-12-25 14:20:00+00:00,0 days 00:01:00.000000000,0 days 03:44:00,0 days 03:27:00,0 days 07:11:00.000000000,0 days 00:00:00.000000000,True
507,2018-12-25,2018-12-26 06:17:00+00:00,2018-12-26 15:56:00+00:00,0 days 00:00:00.000000000,0 days 04:46:00,0 days 04:53:00,0 days 09:39:00.000000000,0 days 00:00:00.000000000,True
508,2018-12-26,2018-12-27 08:33:00+00:00,2018-12-27 16:29:00+00:00,0 days 00:00:00.000000000,0 days 05:42:00,0 days 02:14:00,0 days 07:56:00.000000000,0 days 00:00:00.000000000,True
509,2018-12-27,2018-12-28 08:45:00+00:00,2018-12-28 16:06:00+00:00,0 days 00:00:00.000000000,0 days 04:35:00,0 days 02:46:00,0 days 07:21:00.000000000,0 days 00:00:00.000000000,True
510,2018-12-28,2018-12-29 07:57:00+00:00,2018-12-29 13:07:00+00:00,0 days 00:05:00.000000000,0 days 03:10:00,0 days 01:55:00,0 days 05:05:00.000000000,0 days 00:00:00.000000000,True
511,2018-12-29,2018-12-30 10:33:00+00:00,2018-12-30 16:29:00+00:00,0 days 00:00:00.000000000,0 days 03:20:00,0 days 02:36:00,0 days 05:56:00.000000000,0 days 00:00:00.000000000,True
512,2018-12-30,2018-12-31 08:16:00+00:00,2018-12-31 16:10:00+00:00,0 days 00:12:00.000000000,0 days 04:54:00,0 days 02:48:00,0 days 07:42:00.000000000,0 days 00:00:00.000000000,True
513,2018-12-31,2019-01-01 09:14:00+00:00,2019-01-01 16:29:00+00:00,0 days 00:02:00.000000000,0 days 04:20:00,0 days 02:53:00,0 days 07:13:00.000000000,0 days 00:00:00.000000000,True
514,2019-01-02,2019-01-03 09:37:00+00:00,2019-01-03 16:29:00+00:00,0 days 00:01:00.000000000,0 days 04:17:00,0 days 02:34:00,0 days 06:51:00.000000000,0 days 00:00:00.000000000,True
515,2019-01-04,2019-01-05 09:01:00+00:00,2019-01-05 16:07:00+00:00,0 days 00:03:00.000000000,0 days 04:35:00,0 days 02:28:00,0 days 07:03:00.000000000,0 days 00:00:00.000000000,True
516,2019-01-05,2019-01-06 07:42:00+00:00,2019-01-06 15:50:00+00:00,0 days 00:01:00.000000000,0 days 05:33:00,0 days 02:34:00,0 days 08:07:00.000000000,0 days 00:00:00.000000000,True
517,2019-01-06,2019-01-07 08:53:00+00:00,2019-01-07 16:11:00+00:00,0 days 00:07:00.000000000,0 days 04:07:00,0 days 03:04:00,0 days 07:11:00.000000000,0 days 00:00:00.000000000,True
518,2019-01-07,2019-01-08 09:23:00+00:00,2019-01-08 13:31:00+00:00,0 days 00:09:00.000000000,0 days 01:55:00,0 days 02:04:00,0 days 03:59:00.000000000,0 days 00:00:00.000000000,True
519,2019-01-08,2019-01-09 07:06:00+00:00,2019-01-09 13:52:00+00:00,0 days 00:03:00.000000000,0 days 03:21:00,0 days 03:22:00,0 days 06:43:00.000000000,0 days 00:00:00.000000000,True
520,2019-01-09,2019-01-10 08:55:00+00:00,2019-01-10 13:46:00+00:00,0 days 00:01:00.000000000,0 days 03:07:00,0 days 01:43:00,0 days 04:50:00.000000000,0 days 00:00:00.000000000,True
521,2019-01-10,2019-01-11 08:32:00+00:00,2019-01-11 15:52:00+00:00,0 days 00:01:00.000000000,0 days 04:27:00,0 days 02:52:00,0 days 07:19:00.000000000,0 days 00:00:00.000000000,True
522,2019-01-11,2019-01-12 07:56:00+00:00,2019-01-12 16:21:00+00:00,0 days 00:01:00.000000000,0 days 03:44:00,0 days 04:40:00,0 days 08:24:00.000000000,0 days 00:00:00.000000000,True
523,2019-01-12,2019-01-13 10:10:00+00:00,2019-01-13 15:24:00+00:00,0 days 00:09:00.000000000,0 days 03:07:00,0 days 01:58:00,0 days 05:05:00.000000000,0 days 00:00:00.000000000,True
524,2019-01-13,2019-01-14 08:13:00+00:00,2019-01-14 13:45:00+00:00,0 days 00:10:00.000000000,0 days 02:58:00,0 days 02:24:00,0 days 05:22:00.000000000,0 days 00:00:00.000000000,True
525,2019-01-14,2019-01-15 05:48:00+00:00,2019-01-15 11:40:00+00:00,0 days 00:08:00.000000000,0 days 03:15:00,0 days 02:29:00,0 days 05:44:00.000000000,0 days 00:00:00.000000000,True
526,2019-01-15,2019-01-16 07:08:00+00:00,2019-01-16 11:54:00+00:00,0 days 00:07:00.000000000,0 days 02:13:00,0 days 02:26:00,0 days 04:39:00.000000000,0 days 00:00:00.000000000,True
527,2019-01-16,2019-01-17 05:57:00+00:00,2019-01-17 12:13:00+00:00,0 days 00:05:00.000000000,0 days 03:15:00,0 days 02:56:00,0 days 06:11:00.000000000,0 days 00:00:00.000000000,True
528,2019-01-17,2019-01-18 07:36:00+00:00,2019-01-18 13:43:00+00:00,0 days 00:05:00.000000000,0 days 02:52:00,0 days 03:10:00,0 days 06:02:00.000000000,0 days 00:00:00.000000000,True
529,2019-01-18,2019-01-19 07:35:00+00:00,2019-01-19 15:06:00+00:00,0 days 00:01:00.000000000,0 days 03:24:00,0 days 04:06:00,0 days 07:30:00.000000000,0 days 00:00:00.000000000,True
530,2019-01-19,2019-01-20 07:37:00+00:00,2019-01-20 14:46:00+00:00,0 days 00:01:00.000000000,0 days 03:33:00,0 days 03:35:00,0 days 07:08:00.000000000,0 days 00:00:00.000000000,True
531,2019-01-20,2019-01-21 07:47:00+00:00,2019-01-21 16:26:00+00:00,0 days 00:01:00.000000000,0 days 05:44:00,0 days 02:54:00,0 days 08:38:00.000000000,0 days 00:00:00.000000000,True
532,2019-01-21,2019-01-22 08:09:00+00:00,2019-01-22 13:40:00+00:00,0 days 00:02:00.000000000,0 days 02:36:00,0 days 02:53:00,0 days 05:29:00.000000000,0 days 00:00:00.000000000,True
533,2019-01-22,2019-01-23 07:36:00+00:00,2019-01-23 13:12:00+00:00,0 days 00:07:00.000000000,0 days 03:17:00,0 days 02:12:00,0 days 05:29:00.000000000,0 days 00:00:00.000000000,True
534,2019-01-23,2019-01-24 06:25:00+00:00,2019-01-24 14:56:00+00:00,0 days 00:01:00.000000000,0 days 05:02:00,0 days 03:28:00,0 days 08:30:00.000000000,0 days 00:00:00.000000000,True
535,2019-01-24,2019-01-25 07:43:00+00:00,2019-01-25 13:02:00+00:00,0 days 00:08:00.000000000,0 days 01:52:00,0 days 03:19:00,0 days 05:11:00.000000000,0 days 00:00:00.000000000,True
536,2019-01-25,2019-01-26 07:25:00+00:00,2019-01-26 15:34:00+00:00,0 days 00:02:00.000000000,0 days 04:50:00,0 days 03:17:00,0 days 08:07:00.000000000,0 days 00:00:00.000000000,True
537,2019-01-26,2019-01-27 07:14:00+00:00,2019-01-27 14:41:00+00:00,0 days 00:09:00.000000000,0 days 04:19:00,0 days 02:59:00,0 days 07:18:00.000000000,0 days 00:00:00.000000000,True
538,2019-01-27,2019-01-28 07:47:00+00:00,2019-01-28 13:27:00+00:00,0 days 00:07:00.000000000,0 days 02:59:00,0 days 02:34:00,0 days 05:33:00.000000000,0 days 00:00:00.000000000,True
539,2019-01-28,2019-01-29 05:52:00+00:00,2019-01-29 13:11:00+00:00,0 days 00:05:00.000000000,0 days 04:06:00,0 days 03:08:00,0 days 07:14:00.000000000,0 days 00:00:00.000000000,True
540,2019-01-29,2019-01-30 07:47:00+00:00,2019-01-30 14:03:00+00:00,0 days 00:04:00.000000000,0 days 04:01:00,0 days 02:11:00,0 days 06:12:00.000000000,0 days 00:00:00.000000000,True
541,2019-01-30,2019-01-31 07:55:00+00:00,2019-01-31 13:11:00+00:00,0 days 00:05:00.000000000,0 days 02:32:00,0 days 02:39:00,0 days 05:11:00.000000000,0 days 00:00:00.000000000,True
542,2019-01-31,2019-02-01 07:19:00+00:00,2019-02-01 13:10:00+00:00,0 days 00:00:00.000000000,0 days 03:23:00,0 days 02:28:00,0 days 05:51:00.000000000,0 days 00:00:00.000000000,True
543,2019-02-01,2019-02-02 07:23:00+00:00,2019-02-02 16:11:00+00:00,0 days 00:04:00.000000000,0 days 05:21:00,0 days 03:23:00,0 days 08:44:00.000000000,0 days 00:00:00.000000000,True
544,2019-02-02,2019-02-03 08:24:00+00:00,2019-02-03 15:11:00+00:00,0 days 00:00:00.000000000,0 days 04:01:00,0 days 02:46:00,0 days 06:47:00.000000000,0 days 00:00:00.000000000,True
545,2019-02-03,2019-02-04 07:28:00+00:00,2019-02-04 13:35:00+00:00,0 days 00:07:00.000000000,0 days 03:59:00,0 days 02:01:00,0 days 06:00:00.000000000,0 days 00:00:00.000000000,True
546,2019-02-04,2019-02-05 05:33:00+00:00,2019-02-05 13:11:00+00:00,0 days 00:05:00.000000000,0 days 05:24:00,0 days 02:09:00,0 days 07:33:00.000000000,0 days 00:00:00.000000000,True
547,2019-02-05,2019-02-06 06:11:00+00:00,2019-02-06 12:30:00+00:00,0 days 00:00:00.000000000,0 days 04:49:00,0 days 01:30:00,0 days 06:19:00.000000000,0 days 00:00:00.000000000,True
548,2019-02-06,2019-02-07 06:54:00+00:00,2019-02-07 13:03:00+00:00,0 days 00:05:00.000000000,0 days 03:46:00,0 days 02:18:00,0 days 06:04:00.000000000,0 days 00:00:00.000000000,True
